CustomerID,Recency,Frequency,Monetary,AOV,LTV,Predicted_LTV,Segment
12410.0,309,2,693.3299999999999,346.66499999999996,693.3299999999999,693.6954999999999,Mid-High
12412.0,75,3,1226.88,408.96000000000004,1226.88,1229.9344000000003,Mid-High
12413.0,67,3,758.1,252.70000000000002,758.1,755.6712000000001,Mid-High
12414.0,217,3,562.41,187.47,562.41,562.7655000000011,Mid-Low
12415.0,24,20,124914.53,6245.7265,124914.53,94859.9352,High
12417.0,3,9,3649.1,405.4555555555555,3649.1,3635.1947000000005,High
12418.0,113,1,668.58,668.58,668.58,668.9053000000008,Mid-Low
12420.0,64,1,600.39,600.39,600.39,600.8516999999997,Mid-Low
12421.0,16,4,807.04,201.76,807.04,807.3775999999993,Mid-High
12422.0,96,3,803.5600000000001,267.85333333333335,803.5600000000001,803.4061999999993,Mid-High
12423.0,1,8,1859.31,232.41375,1859.31,1918.6178000000007,High
12424.0,163,1,1760.96,1760.96,1760.96,1764.2468000000006,High
12425.0,78,1,777.2,777.2,777.2,777.2299999999991,Mid-High
12426.0,195,1,582.73,582.73,582.73,582.3520000000004,Mid-Low
12427.0,22,3,825.8,275.26666666666665,825.8,825.3519000000006,Mid-High
12428.0,26,9,7956.46,884.0511111111111,7956.46,7955.925000000002,High
12429.0,9,4,3750.4,937.6,3750.4,3752.186300000004,High
12430.0,43,1,256.4,256.4,256.4,256.4258000000002,Low
12431.0,36,15,6487.45,432.49666666666667,6487.45,6670.0212999999985,High
12432.0,43,5,5059.32,1011.8639999999999,5059.32,5059.0347000000065,High
12433.0,1,7,13375.87,1910.8385714285716,13375.87,12414.72170000001,High
12434.0,85,2,806.14,403.07,806.14,805.5422999999998,Mid-High
12435.0,80,2,7829.89,3914.945,7829.89,8928.312199999997,High
12436.0,100,1,509.01,509.01,509.01,508.80660000000023,Mid-Low
12437.0,2,18,4951.41,275.0783333333333,4951.41,5010.049699999994,High
12438.0,14,2,2906.85,1453.425,2906.85,2911.1503000000002,High
12441.0,367,1,173.55,173.55,173.55,173.60149999999987,Low
12442.0,3,1,172.06,172.06,172.06,172.07949999999994,Low
12444.0,21,5,5005.46,1001.092,5005.46,4975.997000000007,High
12445.0,22,1,133.4,133.4,133.4,133.45989999999995,Low
12446.0,58,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,1007.2725999999985,Mid-High
12447.0,243,1,476.49,476.49,476.49,476.33329999999995,Mid-Low
12448.0,44,1,449.45,449.45,449.45,449.56659999999994,Mid-Low
12449.0,22,4,4067.29,1016.8225,4067.29,4161.993699999995,High
12450.0,156,2,197.88,98.94,197.88,197.41009999999991,Low
12451.0,11,5,9035.52,1807.104,9035.52,9170.667700000009,High
12452.0,17,2,430.57,215.285,430.57,430.23269999999974,Mid-Low
12453.0,134,1,707.09,707.09,707.09,707.5506999999993,Mid-High
12454.0,56,1,3528.34,3528.34,3528.34,3931.5135000000037,High
12455.0,73,6,2466.86,411.1433333333334,2466.86,2468.203799999996,High
12456.0,44,3,3181.04,1060.3466666666666,3181.04,3184.9195999999993,High
12457.0,66,7,2363.23,337.6042857142857,2363.23,2363.2287000000024,High
12458.0,71,2,947.4,473.7,947.4,947.8137000000007,Mid-High
12461.0,94,2,826.88,413.44,826.88,827.0557999999999,Mid-High
12462.0,19,2,1189.59,594.795,1189.59,1181.549,Mid-High
12463.0,53,4,1344.78,336.195,1344.78,1350.124500000001,Mid-High
12464.0,10,8,1212.05,151.50625,1212.05,1209.1129000000005,Mid-High
12465.0,17,2,742.1899999999999,371.09499999999997,742.1899999999999,742.2445000000006,Mid-High
12468.0,188,2,729.5400000000001,364.77000000000004,729.5400000000001,729.5719000000006,Mid-High
12471.0,2,30,19824.05,660.8016666666666,19824.05,19703.715900000025,High
12472.0,32,7,6572.11,938.8728571428571,6572.11,6650.389999999994,High
12473.0,29,5,3938.5499999999997,787.7099999999999,3938.5499999999997,3980.6894999999945,High
12474.0,17,18,7375.79,409.7661111111111,7375.79,7367.180399999999,High
12475.0,54,1,723.38,723.38,723.38,723.0798999999995,Mid-High
12476.0,16,11,6816.42,619.6745454545454,6816.42,6925.043000000005,High
12477.0,23,6,13219.74,2203.29,13219.74,12299.131299999997,High
12478.0,4,1,680.99,680.99,680.99,681.4097,Mid-High
12479.0,11,1,527.2,527.2,527.2,526.9336,Mid-Low
12480.0,28,4,3281.63,820.4075,3281.63,3398.510600000002,High
12481.0,23,10,5596.32,559.632,5596.32,5518.65,High
12483.0,17,8,2484.98,310.6225,2484.98,2479.870100000002,High
12484.0,33,6,4541.72,756.9533333333334,4541.72,4538.5520999999935,High
12488.0,10,3,1298.66,432.8866666666667,1298.66,1298.6131999999982,Mid-High
12489.0,336,1,334.93,334.93,334.93,334.7551000000003,Mid-Low
12490.0,5,10,5417.93,541.793,5417.93,5354.482299999996,High
12491.0,39,1,460.40000000000003,460.40000000000003,460.40000000000003,460.84230000000053,Mid-Low
12492.0,63,2,263.21000000000004,131.60500000000002,263.21000000000004,262.9176999999996,Low
12493.0,166,2,433.74,216.87,433.74,433.6190999999999,Mid-Low
12494.0,16,7,1246.1000000000001,178.01428571428573,1246.1000000000001,1248.915500000001,Mid-High
12497.0,82,1,1043.1,1043.1,1043.1,1035.2362999999978,Mid-High
12498.0,21,3,403.70000000000005,134.5666666666667,403.70000000000005,404.07579999999984,Mid-Low
12500.0,23,11,4257.82,387.07454545454544,4257.82,4399.688900000003,High
12501.0,337,1,2169.39,2169.39,2169.39,3046.6424000000015,High
12502.0,96,5,3723.87,744.774,3723.87,3761.7583999999997,High
12504.0,18,2,482.04999999999995,241.02499999999998,482.04999999999995,482.4690000000004,Mid-Low
12506.0,233,1,73.5,73.5,73.5,73.52499999999998,Low
12507.0,134,3,1304.81,434.93666666666667,1304.81,1306.6698999999992,Mid-High
12508.0,26,2,398.27,199.135,398.27,398.37149999999957,Mid-Low
12509.0,284,1,176.5,176.5,176.5,176.6325,Low
12510.0,143,2,982.5699999999999,491.28499999999997,982.5699999999999,982.5686000000019,Mid-High
12512.0,66,2,138.03,69.015,138.03,138.59450000000015,Low
12513.0,113,1,612.29,612.29,612.29,612.5206999999999,Mid-Low
12514.0,267,1,1017.68,1017.68,1017.68,1018.2057999999978,Mid-High
12515.0,353,1,383.7,383.7,383.7,383.5217000000001,Mid-Low
12516.0,78,2,1312.06,656.03,1312.06,1313.6901999999995,Mid-High
12517.0,28,5,2502.84,500.56800000000004,2502.84,2499.8260999999993,High
12518.0,1,5,2056.89,411.378,2056.89,2047.2858000000028,High
12519.0,64,1,340.84,340.84,340.84,340.9144000000001,Mid-Low
12520.0,79,5,2634.26,526.8520000000001,2634.26,2639.8160000000016,High
12521.0,143,1,599.68,599.68,599.68,600.5047,Mid-Low
12522.0,39,2,192.72,96.36,192.72,192.7762,Low
12523.0,19,11,1789.77,162.70636363636365,1789.77,1825.7985999999996,High
12524.0,9,8,4485.72,560.715,4485.72,4429.621299999993,High
12526.0,1,3,1316.66,438.8866666666667,1316.66,1314.4310000000007,Mid-High
12527.0,82,3,348.71000000000004,116.23666666666668,348.71000000000004,348.7070999999996,Mid-Low
12528.0,9,6,1933.48,322.24666666666667,1933.48,1938.803200000003,High
12530.0,60,4,1662.28,415.57,1662.28,1660.1989999999994,Mid-High
12531.0,15,1,125.22,125.22,125.22,125.22339999999986,Low
12532.0,30,1,349.83000000000004,349.83000000000004,349.83000000000004,349.6601000000003,Mid-Low
12534.0,131,1,1089.18,1089.18,1089.18,1091.5766999999996,Mid-High
12535.0,92,2,716.35,358.175,716.35,715.2188000000002,Mid-High
12536.0,43,3,12601.830000000002,4200.610000000001,12601.830000000002,16026.335499999997,High
12538.0,29,1,363.95,363.95,363.95,363.92380000000026,Mid-Low
12539.0,22,4,5568.35,1392.0875,5568.35,5483.979299999991,High
12540.0,20,17,13400.24,788.2494117647059,13400.24,12651.394499999997,High
12541.0,30,3,981.18,327.06,981.18,979.3588999999987,Mid-High
12544.0,36,1,372.7,372.7,372.7,373.1507000000003,Mid-Low
12545.0,75,2,1000.39,500.195,1000.39,999.0818999999996,Mid-High
12546.0,47,2,1161.5,580.75,1161.5,1161.7344000000003,Mid-High
12547.0,198,2,207.79999999999998,103.89999999999999,207.79999999999998,207.30709999999988,Low
12548.0,166,1,95.19999999999999,95.19999999999999,95.19999999999999,95.24520000000003,Low
12550.0,79,1,964.83,964.83,964.83,964.0307000000005,Mid-High
12551.0,358,1,168.0,168.0,168.0,168.02969999999996,Low
12552.0,39,2,437.82,218.91,437.82,437.86169999999964,Mid-Low
12553.0,8,10,3692.28,369.228,3692.28,3713.983600000005,High
12556.0,50,2,603.71,301.855,603.71,603.5111000000006,Mid-Low
12557.0,16,5,11990.960000000001,2398.192,11990.960000000001,11098.979499999992,High
12558.0,8,1,269.96,269.96,269.96,270.1689999999997,Low
12559.0,311,2,561.71,280.855,561.71,562.0963999999999,Mid-Low
12560.0,5,3,2134.01,711.3366666666667,2134.01,2156.659300000002,High
12561.0,303,1,238.85,238.85,238.85,238.92859999999993,Low
12562.0,8,7,3781.7400000000002,540.2485714285715,3781.7400000000002,3800.3692999999994,High
12564.0,261,1,456.9,456.9,456.9,456.96670000000034,Mid-Low
12565.0,289,1,145.92,145.92,145.92,145.43020000000004,Low
12566.0,86,1,351.65,351.65,351.65,351.18480000000017,Mid-Low
12567.0,23,10,9401.28,940.128,9401.28,8907.029000000008,High
12569.0,2,30,4124.69,137.48966666666666,4124.69,4722.5589,High
12571.0,40,2,519.61,259.805,519.61,520.2326000000002,Mid-Low
12572.0,9,2,1020.42,510.21,1020.42,1021.0582000000005,Mid-High
12573.0,227,1,160.54000000000002,160.54000000000002,160.54000000000002,160.50360000000018,Low
12574.0,316,1,218.45,218.45,218.45,218.53450000000032,Low
12576.0,36,5,1315.83,263.166,1315.83,1315.1918000000005,Mid-High
12577.0,35,3,657.8,219.26666666666665,657.8,658.0434000000006,Mid-Low
12578.0,21,2,2794.51,1397.255,2794.51,2820.2005000000017,High
12579.0,78,1,440.42,440.42,440.42,440.1550999999994,Mid-Low
12580.0,247,1,415.7,415.7,415.7,415.7306999999998,Mid-Low
12581.0,40,1,197.71,197.71,197.71,197.67219999999958,Low
12582.0,239,2,511.36,255.68,511.36,511.2436000000003,Mid-Low
12583.0,3,15,7281.38,485.42533333333336,7281.38,7276.710600000005,High
12584.0,4,9,2338.15,259.7944444444445,2338.15,2361.8697999999977,High
12585.0,234,2,2040.1,1020.05,2040.1,2033.1149000000025,High
12586.0,17,1,196.94000000000003,196.94000000000003,196.94000000000003,196.93119999999982,Low
12587.0,8,1,144.0,144.0,144.0,144.0636,Low
12588.0,39,1,214.89999999999998,214.89999999999998,214.89999999999998,214.87659999999997,Low
12589.0,29,2,646.68,323.34,646.68,645.7474000000001,Mid-Low
12590.0,211,2,9864.26,4932.13,9864.26,8203.647900000013,High
12591.0,317,1,452.84999999999997,452.84999999999997,452.84999999999997,453.0221999999994,Mid-Low
12592.0,92,2,437.6,218.8,437.6,437.6494999999993,Mid-Low
12593.0,109,3,418.09999999999997,139.36666666666665,418.09999999999997,417.9894999999996,Mid-Low
12594.0,38,10,3338.2200000000003,333.822,3338.2200000000003,3299.7084999999975,High
12596.0,51,2,618.27,309.135,618.27,618.318999999999,Mid-Low
12597.0,19,4,3811.22,952.805,3811.22,3792.784999999998,High
12598.0,10,8,3023.08,377.885,3023.08,3044.6186999999995,High
12599.0,29,7,1032.58,147.51142857142855,1032.58,1017.423200000001,Mid-High
12600.0,29,10,2599.04,259.904,2599.04,2636.6339999999987,High
12601.0,190,5,577.0600000000001,115.412,577.0600000000001,581.7120999999997,Mid-Low
12602.0,59,1,153.12,153.12,153.12,153.01840000000027,Low
12603.0,22,1,739.1999999999999,739.1999999999999,739.1999999999999,739.3859999999993,Mid-High
12604.0,79,2,254.18,127.09,254.18,254.76350000000016,Low
12607.0,60,1,1579.51,1579.51,1579.51,1587.6739000000005,Mid-High
12609.0,78,3,1126.85,375.6166666666666,1126.85,1125.9451000000001,Mid-High
12610.0,23,5,2099.54,419.908,2099.54,2100.8136999999992,High
12611.0,52,1,1193.32,1193.32,1193.32,1198.4692000000018,Mid-High
12612.0,74,1,704.0400000000001,704.0400000000001,704.0400000000001,706.7801000000003,Mid-High
12613.0,57,5,3344.38,668.876,3344.38,3358.6017000000033,High
12614.0,278,1,315.6,315.6,315.6,315.62719999999973,Mid-Low
12615.0,2,4,2291.19,572.7975,2291.19,2285.2123999999985,High
12616.0,95,2,713.3,356.65,713.3,713.2583000000008,Mid-High
12617.0,29,1,355.53,355.53,355.53,355.41329999999965,Mid-Low
12618.0,22,1,177.31,177.31,177.31,177.0516,Low
12619.0,16,9,3641.24,404.5822222222222,3641.24,3636.079099999998,High
12620.0,15,3,1339.41,446.47,1339.41,1339.1823000000004,Mid-High
12621.0,2,20,13689.67,684.4835,13689.67,13929.687700000002,High
12622.0,232,1,180.1,180.1,180.1,180.19180000000003,Low
12623.0,276,1,305.1,305.1,305.1,305.0876999999997,Low
12624.0,106,2,641.13,320.565,641.13,641.1418999999995,Mid-Low
12625.0,212,2,2683.82,1341.91,2683.82,2703.660210000003,High
12626.0,23,9,6620.48,735.6088888888888,6620.48,6626.023699999998,High
12627.0,11,7,4478.53,639.79,4478.53,4472.182900000002,High
12628.0,4,3,786.46,262.15333333333336,786.46,786.5109000000006,Mid-High
12630.0,10,2,1270.88,635.44,1270.88,1269.0376000000015,Mid-High
12631.0,57,1,640.5,640.5,640.5,640.1380999999999,Mid-Low
12633.0,59,4,2163.98,540.995,2163.98,2161.979500000003,High
12635.0,90,2,1689.18,844.59,1689.18,1687.0562999999966,High
12637.0,67,9,6021.9,669.0999999999999,6021.9,6040.542700000008,High
12638.0,33,1,671.69,671.69,671.69,672.5624000000008,Mid-Low
12639.0,239,1,486.1,486.1,486.1,486.2505999999994,Mid-Low
12640.0,24,3,1174.58,391.52666666666664,1174.58,1175.664500000001,Mid-High
12641.0,115,1,185.9,185.9,185.9,185.41859999999988,Low
12642.0,25,3,1013.26,337.75333333333333,1013.26,1009.5079999999994,Mid-High
12643.0,128,6,3344.64,557.4399999999999,3344.64,3328.931800000006,High
12644.0,130,1,477.91,477.91,477.91,477.5517000000005,Mid-Low
12645.0,34,4,1775.18,443.795,1775.18,1774.1334999999972,High
12646.0,5,2,1346.97,673.485,1346.97,1347.4534000000006,Mid-High
12647.0,22,12,3722.82,310.235,3722.82,3713.1962000000035,High
12648.0,155,1,318.05,318.05,318.05,318.11279999999965,Mid-Low
12649.0,107,3,623.51,207.83666666666667,623.51,622.4282000000006,Mid-Low
12650.0,3,1,314.44,314.44,314.44,314.4262999999998,Mid-Low
12651.0,335,1,114.0,114.0,114.0,114.05239999999999,Low
12652.0,331,1,919.98,919.98,919.98,919.7566,Mid-High
12653.0,149,2,2209.85,1104.925,2209.85,2221.3762,High
12654.0,11,5,601.98,120.396,601.98,601.3669000000008,Mid-Low
12656.0,17,5,4051.17,810.234,4051.17,4075.4846,High
12657.0,11,4,1643.18,410.795,1643.18,1647.7131,Mid-High
12658.0,19,1,686.05,686.05,686.05,685.3442000000009,Mid-High
12659.0,30,1,91.68,91.68,91.68,91.73510000000002,Low
12660.0,11,1,245.1,245.1,245.1,244.92669999999973,Low
12662.0,1,11,3849.78,349.98,3849.78,3860.9204000000063,High
12664.0,8,9,4881.88,542.4311111111111,4881.88,4935.522500000002,High
12665.0,325,1,63.0,63.0,63.0,62.9621,Low
12667.0,58,1,620.13,620.13,620.13,620.2069999999995,Mid-Low
12668.0,12,4,3807.15,951.7875,3807.15,3794.9967000000015,High
12669.0,151,3,2744.0299999999997,914.6766666666666,2744.0299999999997,2771.9837999999977,High
12670.0,10,5,2996.05,599.21,2996.05,3009.493599999997,High
12672.0,330,1,225.89999999999998,225.89999999999998,225.89999999999998,225.90010000000018,Low
12673.0,5,2,610.52,305.26,610.52,610.5741999999989,Mid-Low
12674.0,39,4,1970.6,492.65,1970.6,1972.0827000000022,High
12676.0,25,6,1331.39,221.89833333333334,1331.39,1330.1166,Mid-High
12678.0,42,12,17628.46,1469.0383333333332,17628.46,17135.501999999986,High
12679.0,59,4,1113.02,278.255,1113.02,1114.6951000000004,Mid-High
12680.0,1,4,862.81,215.7025,862.81,862.3760999999993,Mid-High
12681.0,15,22,13787.54,626.7063636363637,13787.54,13884.940800000015,High
12682.0,4,31,12288.22,396.3941935483871,12288.22,12180.788899999985,High
12683.0,4,15,8476.57,565.1046666666666,8476.57,8656.266300000008,High
12684.0,8,7,2283.63,326.23285714285714,2283.63,2285.917000000003,High
12685.0,28,6,2863.08,477.18,2863.08,2856.1895999999983,High
12686.0,372,1,89.14,89.14,89.14,89.09379999999999,Low
12688.0,114,1,4873.8099999999995,4873.8099999999995,4873.8099999999995,4966.284399999996,High
12689.0,26,2,1247.61,623.805,1247.61,1244.9648000000007,Mid-High
12690.0,206,1,389.01,389.01,389.01,388.9277999999998,Mid-Low
12691.0,28,6,1035.8,172.63333333333333,1035.8,1036.960700000001,Mid-High
12693.0,127,4,855.91,213.9775,855.91,859.1418000000009,Mid-High
12694.0,70,2,869.67,434.835,869.67,869.1414999999994,Mid-High
12695.0,7,4,582.1,145.525,582.1,580.5004999999992,Mid-Low
12697.0,29,3,957.59,319.19666666666666,957.59,957.5816999999988,Mid-High
12700.0,8,4,4939.99,1234.9975,4939.99,4793.314099999998,High
12701.0,80,2,797.71,398.855,797.71,801.7754999999997,Mid-High
12702.0,20,1,219.0,219.0,219.0,219.08609999999993,Low
12703.0,71,1,283.55,283.55,283.55,283.7091999999998,Low
12704.0,7,8,2340.84,292.605,2340.84,2341.1888999999996,High
12705.0,15,9,6868.29,763.1433333333333,6868.29,6541.650400000004,High
12707.0,292,1,603.42,603.42,603.42,603.0903999999992,Mid-Low
12708.0,30,10,2712.91,271.291,2712.91,2713.905099999999,High
12709.0,15,15,9736.52,649.1013333333334,9736.52,9978.030000000004,High
12710.0,97,3,1149.02,383.00666666666666,1149.02,1146.9656000000004,Mid-High
12712.0,29,13,4396.13,338.1638461538462,4396.13,4459.080500000001,High
12713.0,1,1,848.55,848.55,848.55,1078.1815000000001,Mid-High
12714.0,9,5,4708.86,941.7719999999999,4708.86,4771.157200000005,High
12715.0,106,1,353.86,353.86,353.86,353.8627000000002,Mid-Low
12716.0,4,2,1053.49,526.745,1053.49,1054.6372000000008,Mid-High
12717.0,151,2,1030.98,515.49,1030.98,1028.8624000000002,Mid-High
12718.0,71,1,238.25,238.25,238.25,238.43820000000008,Low
12719.0,5,2,644.95,322.475,644.95,644.9669999999994,Mid-Low
12720.0,3,25,5781.73,231.26919999999998,5781.73,5659.848799999994,High
12721.0,32,6,2656.13,442.68833333333333,2656.13,2667.8867,High
12722.0,85,4,997.63,249.4075,997.63,994.4511000000009,Mid-High
12723.0,4,5,725.07,145.014,725.07,731.0668000000005,Mid-High
12724.0,5,4,1031.41,257.8525,1031.41,1038.4258000000002,Mid-High
12725.0,371,1,427.8,427.8,427.8,427.4415000000005,Mid-Low
12726.0,28,7,2609.1,372.7285714285714,2609.1,2617.8214000000035,High
12727.0,11,7,3980.7,568.6714285714286,3980.7,4031.6276000000053,High
12728.0,71,4,836.33,209.0825,836.33,836.053100000001,Mid-High
12729.0,114,1,453.01,453.01,453.01,452.8146,Mid-Low
12731.0,24,12,18895.91,1574.6591666666666,18895.91,17391.166099999988,High
12732.0,180,1,236.26000000000002,236.26000000000002,236.26000000000002,236.21759999999995,Low
12733.0,234,1,383.95,383.95,383.95,383.9608000000002,Mid-Low
12734.0,353,1,110.39999999999999,110.39999999999999,110.39999999999999,110.36079999999987,Low
12735.0,315,2,779.5699999999999,389.78499999999997,779.5699999999999,779.4094999999995,Mid-High
12736.0,333,1,234.0,234.0,234.0,233.99080000000006,Low
12738.0,372,1,155.35,155.35,155.35,155.30820000000017,Low
12739.0,78,2,1013.04,506.52,1013.04,1010.2713000000002,Mid-High
12740.0,64,1,427.6,427.6,427.6,427.5462000000004,Mid-Low
12743.0,134,2,546.43,273.215,546.43,546.5051000000001,Mid-Low
12744.0,52,7,21279.29,3039.8985714285714,21279.29,19280.512499999997,High
12747.0,2,11,4196.01,381.4554545454546,4196.01,4246.039900000004,High
12748.0,1,211,33719.73,159.8091469194313,33719.73,46700.72780000002,High
12749.0,4,5,4090.88,818.176,4090.88,4195.647700000001,High
12750.0,129,1,275.88,275.88,275.88,276.4888,Low
12752.0,81,1,4366.78,4366.78,4366.78,6196.946300000002,High
12753.0,23,6,21429.39,3571.565,21429.39,19491.64059999999,High
12754.0,236,4,3010.74,752.685,3010.74,3012.888099999998,High
12755.0,281,2,3811.95,1905.975,3811.95,3761.4263299999934,High
12756.0,87,1,112.07999999999998,112.07999999999998,112.07999999999998,112.08139999999992,Low
12757.0,16,13,7857.1,604.3923076923077,7857.1,7792.8730999999925,High
12758.0,117,2,2791.59,1395.795,2791.59,2783.746400000001,High
12759.0,52,3,1531.44,510.48,1531.44,1531.9351000000013,Mid-High
12762.0,8,2,1898.52,949.26,1898.52,1895.1809999999998,High
12763.0,138,2,494.08,247.04,494.08,493.8012000000009,Mid-Low
12764.0,317,1,1693.88,1693.88,1693.88,1698.0521000000022,High
12766.0,4,7,6989.63,998.5185714285715,6989.63,6819.813100000004,High
12769.0,239,1,1143.6,1143.6,1143.6,1143.7498000000012,Mid-High
12770.0,211,1,1351.45,1351.45,1351.45,1355.8833999999997,Mid-High
12772.0,60,1,892.47,892.47,892.47,892.7543000000001,Mid-High
12775.0,17,5,1386.04,277.20799999999997,1386.04,1387.1485999999986,Mid-High
12778.0,20,6,822.23,137.03833333333333,822.23,838.7902000000005,Mid-High
12779.0,38,8,3981.36,497.67,3981.36,3901.2702999999956,High
12781.0,64,2,826.74,413.37,826.74,826.7600000000001,Mid-High
12782.0,5,5,2330.92,466.184,2330.92,2331.645500000003,High
12783.0,2,6,2225.91,370.98499999999996,2225.91,2230.558000000001,High
12784.0,9,2,574.42,287.21,574.42,574.2737999999991,Mid-Low
12785.0,364,1,311.95,311.95,311.95,311.89929999999976,Mid-Low
12787.0,10,3,463.66,154.55333333333334,463.66,463.47600000000074,Mid-Low
12789.0,65,1,91.85,91.85,91.85,91.7512000000001,Low
12790.0,192,1,324.92,324.92,324.92,325.1442999999997,Mid-Low
12791.0,374,1,192.60000000000002,192.60000000000002,192.60000000000002,192.71239999999995,Low
12792.0,257,1,400.53999999999996,400.53999999999996,400.53999999999996,400.86725000000035,Mid-Low
12793.0,335,2,545.48,272.74,545.48,546.1388000000007,Mid-Low
12794.0,53,2,860.41,430.205,860.41,859.1789000000015,Mid-High
12795.0,19,1,430.48,430.48,430.48,430.3673000000002,Mid-Low
12797.0,366,1,254.03,254.03,254.03,254.04809999999972,Low
12798.0,10,3,6977.04,2325.68,6977.04,7203.9848999999995,High
12802.0,187,1,427.58,427.58,427.58,427.47180000000066,Mid-Low
12808.0,37,3,483.65000000000003,161.21666666666667,483.65000000000003,483.7879000000005,Mid-Low
12809.0,178,1,489.31,489.31,489.31,489.30309999999946,Mid-Low
12811.0,261,3,514.85,171.61666666666667,514.85,513.9388999999994,Mid-Low
12812.0,45,1,229.64000000000001,229.64000000000001,229.64000000000001,229.3927000000001,Low
12814.0,102,1,125.92,125.92,125.92,125.85950000000007,Low
12815.0,148,2,1063.46,531.73,1063.46,1064.2089000000012,Mid-High
12816.0,96,2,572.2,286.1,572.2,571.3000999999991,Mid-Low
12817.0,281,1,166.04,166.04,166.04,165.99010000000033,Low
12818.0,262,1,1542.08,1542.08,1542.08,1571.1972000000012,Mid-High
12820.0,3,4,942.34,235.585,942.34,942.6193999999989,Mid-High
12821.0,214,1,92.72,92.72,92.72,92.51059999999998,Low
12822.0,71,2,948.88,474.44,948.88,948.6257000000004,Mid-High
12823.0,75,5,1759.5,351.9,1759.5,1760.1228000000008,High
12824.0,60,1,397.12,397.12,397.12,396.47351000000054,Mid-Low
12826.0,3,7,1474.72,210.67428571428573,1474.72,1464.7605,Mid-High
